04/16/24|000060410|Toronto East|OZONE-1HR|PPB|41|1|Ontario Ministry of the Environment|-999|-999|43.747917|-79.274056|124000060410
04/16/24|000060410|Toronto East|OZONE-8HR|PPB|38|8|Ontario Ministry of the Environment|35|0|43.747917|-79.274056|124000060410
04/16/24|000060410|Toronto East|PM2.5-24hr|UG/M3|4|24|Ontario Ministry of the Environment|17|0|43.747917|-79.274056|124000060410
04/16/24|000060512|Hamilton Downtown|OZONE-1HR|PPB|36|1|Ontario Ministry of the Environment|-999|-999|43.257778|-79.861667|124000060512
04/16/24|000060512|Hamilton Downtown|OZONE-8HR|PPB|29|8|Ontario Ministry of the Environment|27|0|43.257778|-79.861667|124000060512
04/16/24|000060512|Hamilton Downtown|PM2.5-24hr|UG/M3|8.9|24|Ontario Ministry of the Environment|37|0|43.257778|-79.861667|124000060512
04/16/24|000060515|Hamilton West|OZONE-1HR|PPB|34|1|Ontario Ministry of the Environment|-999|-999|43.257444|-79.907750|124000060515
04/16/24|000060515|Hamilton West|OZONE-8HR|PPB|28|8|Ontario Ministry of the Environment|26|0|43.257444|-79.907750|124000060515
04/16/24|000060515|Hamilton West|PM2.5-24hr|UG/M3|5.2|24|Ontario Ministry of the Environment|22|0|43.257444|-79.907750|124000060515
04/16/24|000060610|Sudbury|OZONE-1HR|PPB|38|1|Ontario Ministry of the Environment|-999|-999|46.492002|-81.003099|124000060610
04/16/24|000060610|Sudbury|OZONE-8HR|PPB|37|8|Ontario Ministry of the Environment|34|0|46.492002|-81.003099|124000060610
04/16/24|000060610|Sudbury|PM2.5-24hr|UG/M3|2.4|24|Ontario Ministry of the Environment|10|0|46.492002|-81.003099|124000060610
04/16/24|000060610|Sudbury|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment|-999|-999|46.492002|-81.003099|124000060610
04/16/24|000060709|Sault Ste Marie|OZONE-1HR|PPB|46|1|Ontario Ministry of the Environment|-999|-999|46.533194|-84.309917|124000060709
04/16/24|000060709|Sault Ste Marie|OZONE-8HR|PPB|45|8|Ontario Ministry of the Environment|42|0|46.533194|-84.309917|124000060709
04/16/24|000060709|Sault Ste Marie|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment|12|0|46.533194|-84.309917|124000060709
04/16/24|000060709|Sault Ste Marie|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment|-999|-999|46.533194|-84.309917|124000060709
04/16/24|000060904|London|OZONE-1HR|PPB|52|1|Ontario Ministry of the Environment|-999|-999|42.974485|-81.200813|124000060904
04/16/24|000060904|London|OZONE-8HR|PPB|50|8|Ontario Ministry of the Environment|46|0|42.974485|-81.200813|124000060904
04/16/24|000060904|London|PM2.5-24hr|UG/M3|5.5|24|Ontario Ministry of the Environment|23|0|42.974485|-81.200813|124000060904
04/16/24|000061009|Sarnia|OZONE-1HR|PPB|44|1|Ontario Ministry of the Environment|-999|-999|42.990263|-82.395341|124000061009
04/16/24|000061009|Sarnia|OZONE-8HR|PPB|41|8|Ontario Ministry of the Environment|38|0|42.990263|-82.395341|124000061009
04/16/24|000061009|Sarnia|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment|12|0|42.990263|-82.395341|124000061009
04/16/24|000061009|Sarnia|SO2-24HR|PPB|0|24|Ontario Ministry of the Environment|-999|-999|42.990263|-82.395341|124000061009
04/16/24|000061104|Peterborough|OZONE-1HR|PPB|47|1|Ontario Ministry of the Environment|-999|-999|44.301848|-78.346384|124000061104
04/16/24|000061104|Peterborough|OZONE-8HR|PPB|45|8|Ontario Ministry of the Environment|42|0|44.301848|-78.346384|124000061104
04/16/24|000061104|Peterborough|PM2.5-24hr|UG/M3|2.9|24|Ontario Ministry of the Environment|13|0|44.301848|-78.346384|124000061104
04/16/24|000061201|Cornwall|OZONE-1HR|PPB|40|1|Ontario Ministry of the Environment|-999|-999|45.017976|-74.735339|124000061201
