04/16/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-1|31.2|91|1|South Carolina DHEC
04/15/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-2|9.7|40|0|South Carolina DHEC
04/14/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-3|8.3|35|0|South Carolina DHEC
04/13/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-4|4.9|20|0|South Carolina DHEC
04/12/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-5|3.7|15|0|South Carolina DHEC
04/11/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-6|4.9|21|0|South Carolina DHEC
04/10/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-7|10.1|42|0|South Carolina DHEC
04/09/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-8|8.8|37|0|South Carolina DHEC
04/08/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-9|11.9|50|0|South Carolina DHEC
04/07/24|Aiken-Augusta - SC and GA|SC|PM2.5-24HR|UG/M3|-10|10.7|45|0|South Carolina DHEC
04/16/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-1|48|44|1|South Carolina DHEC
04/15/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-2|20|19|0|South Carolina DHEC
04/14/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-3|18|17|0|South Carolina DHEC
04/13/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-4|13|12|0|South Carolina DHEC
04/12/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-5|14|13|0|South Carolina DHEC
04/10/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-7|17|16|0|South Carolina DHEC
04/09/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-8|20|19|0|South Carolina DHEC
04/08/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-9|20|19|0|South Carolina DHEC
04/07/24|Aiken-Augusta - SC and GA|SC|PM10-24hr|UG/M3|-10|17|17|0|South Carolina DHEC
04/15/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-2|0.7|0|0|South Carolina DHEC
04/14/24|Aiken-Augusta - SC and GA|SC|SO2-24HR|PPB|-3|0.7|0|0|South Carolina DHEC
