ValidDate,Hour,lat_Approx,long_Approx,PM10_AQI,PM25_AQI
04/22/2024,23:00,34.066429,-118.226755,23.0,56.0
04/22/2024,00:00,34.066429,-118.226755,22.0,58.0
04/22/2024,01:00,34.066429,-118.226755,21.0,55.0
04/22/2024,02:00,34.066429,-118.226755,21.0,56.0
04/22/2024,03:00,34.066429,-118.226755,21.0,67.0
04/22/2024,04:00,34.066429,-118.226755,26.0,72.0
04/22/2024,05:00,34.066429,-118.226755,28.0,79.0
04/22/2024,06:00,34.066429,-118.226755,31.0,79.0
04/22/2024,07:00,34.066429,-118.226755,32.0,78.0
04/22/2024,08:00,34.066429,-118.226755,31.0,77.0
04/22/2024,09:00,34.066429,-118.226755,32.0,84.0
04/22/2024,10:00,34.066429,-118.226755,35.0,85.0
04/22/2024,11:00,34.066429,-118.226755,38.0,87.0
04/22/2024,12:00,34.066429,-118.226755,43.0,95.0
04/22/2024,13:00,34.066429,-118.226755,45.0,98.0
04/22/2024,14:00,34.066429,-118.226755,44.0,92.0
04/22/2024,15:00,34.066429,-118.226755,41.0,95.0
04/22/2024,16:00,34.066429,-118.226755,39.0,93.0
04/22/2024,17:00,34.066429,-118.226755,37.0,91.0
04/22/2024,18:00,34.066429,-118.226755,36.0,85.0
04/22/2024,19:00,34.066429,-118.226755,35.0,79.0
04/22/2024,20:00,34.066429,-118.226755,32.0,73.0
04/22/2024,21:00,34.066429,-118.226755,34.0,71.0
04/22/2024,22:00,34.066429,-118.226755,31.0,69.0
