ValidDate,Hour,lat_Approx,long_Approx,PM10_AQI,PM25_AQI
04/12/2024,23:00,34.066429,-118.226755,25.0,56.0
04/12/2024,00:00,34.066429,-118.226755,24.0,56.0
04/12/2024,01:00,34.066429,-118.226755,24.0,57.0
04/12/2024,02:00,34.066429,-118.226755,21.0,60.0
04/12/2024,03:00,34.066429,-118.226755,21.0,62.0
04/12/2024,04:00,34.066429,-118.226755,24.0,68.0
04/12/2024,05:00,34.066429,-118.226755,27.0,73.0
04/12/2024,06:00,34.066429,-118.226755,31.0,84.0
04/12/2024,07:00,34.066429,-118.226755,31.0,85.0
04/12/2024,08:00,34.066429,-118.226755,31.0,90.0
04/12/2024,09:00,34.066429,-118.226755,31.0,92.0
04/12/2024,10:00,34.066429,-118.226755,34.0,97.0
04/12/2024,11:00,34.066429,-118.226755,31.0,93.0
04/12/2024,12:00,34.066429,-118.226755,29.0,78.0
04/12/2024,13:00,34.066429,-118.226755,26.0,73.0
04/12/2024,14:00,34.066429,-118.226755,21.0,65.0
04/12/2024,15:00,34.066429,-118.226755,24.0,65.0
04/12/2024,16:00,34.066429,-118.226755,25.0,61.0
04/12/2024,17:00,34.066429,-118.226755,21.0,57.0
04/12/2024,18:00,34.066429,-118.226755,19.0,54.0
04/12/2024,19:00,34.066429,-118.226755,19.0,58.0
04/12/2024,20:00,34.066429,-118.226755,19.0,59.0
04/12/2024,21:00,34.066429,-118.226755,19.0,55.0
04/12/2024,22:00,34.066429,-118.226755,15.0,47.0
