ValidDate,Hour,lat_Approx,long_Approx,PM10_AQI,PM25_AQI
04/10/2024,23:00,34.066429,-118.226755,11.0,19.0
04/10/2024,00:00,34.066429,-118.226755,10.0,28.0
04/10/2024,01:00,34.066429,-118.226755,14.0,28.0
04/10/2024,02:00,34.066429,-118.226755,22.0,58.0
04/10/2024,03:00,34.066429,-118.226755,24.0,52.0
04/10/2024,04:00,34.066429,-118.226755,23.0,55.0
04/10/2024,05:00,34.066429,-118.226755,22.0,54.0
04/10/2024,06:00,34.066429,-118.226755,20.0,54.0
04/10/2024,07:00,34.066429,-118.226755,18.0,54.0
04/10/2024,08:00,34.066429,-118.226755,16.0,52.0
04/10/2024,09:00,34.066429,-118.226755,17.0,48.0
04/10/2024,10:00,34.066429,-118.226755,16.0,45.0
04/10/2024,11:00,34.066429,-118.226755,19.0,39.0
04/10/2024,12:00,34.066429,-118.226755,23.0,33.0
04/10/2024,13:00,34.066429,-118.226755,25.0,30.0
04/10/2024,14:00,34.066429,-118.226755,26.0,31.0
04/10/2024,15:00,34.066429,-118.226755,26.0,30.0
04/10/2024,16:00,34.066429,-118.226755,25.0,28.0
04/10/2024,17:00,34.066429,-118.226755,25.0,29.0
04/10/2024,18:00,34.066429,-118.226755,27.0,33.0
04/10/2024,19:00,34.066429,-118.226755,31.0,38.0
04/10/2024,20:00,34.066429,-118.226755,34.0,50.0
04/10/2024,21:00,34.066429,-118.226755,33.0,50.0
04/10/2024,22:00,34.066429,-118.226755,31.0,52.0
