timestamp,latitude,longitude,PM25,PM10
2024-04-16 15:55:47,34.021526,-118.288752,,
2024-04-16 15:55:50,34.021566,-118.28889,,
2024-04-16 15:55:54,34.02147,-118.288567,,
2024-04-16 15:56:01,34.021553,-118.288315,,
2024-04-16 15:56:26,34.021452,-118.288464,,
2024-04-16 15:56:37,34.021578,-118.288401,,
2024-04-16 15:56:42,34.021503,-118.288488,,
2024-04-16 15:56:43,34.021594,-118.288463,,
2024-04-16 15:57:01,34.02156,-118.288531,,
2024-04-16 15:57:30,34.021578,-118.288662,,
2024-04-16 15:57:34,34.021656,-118.288791,,
2024-04-16 15:57:35,34.0217,-118.288915,,
2024-04-16 15:57:39,34.021684,-118.289025,,
2024-04-16 15:57:40,34.021624,-118.28911,,
2024-04-16 15:57:52,34.021548,-118.289003,,
2024-04-16 15:57:54,34.021516,-118.288871,,
2024-04-16 15:57:56,34.021528,-118.288764,,
2024-04-16 15:58:03,34.021528,-118.288794,,
2024-04-16 15:58:13,34.021575,-118.288888,,
2024-04-16 15:58:45,34.021599,-118.288761,,
2024-04-16 15:59:29,34.021564,-118.288623,,
2024-04-16 16:01:01,34.021673,-118.288653,,
2024-04-16 16:01:05,34.021594,-118.288708,,
2024-04-16 16:01:32,34.021721,-118.288666,,
2024-04-16 16:01:36,34.021641,-118.288768,,
2024-04-16 16:01:43,34.021546,-118.288658,,
2024-04-16 16:02:11,34.021499,-118.288777,,
2024-04-16 16:02:15,34.021527,-118.288903,,
2024-04-16 16:02:16,34.021582,-118.289018,,
2024-04-16 16:02:17,34.021607,-118.289134,,
2024-04-16 16:02:20,34.021689,-118.289089,,
2024-04-16 16:02:22,34.021551,-118.289181,,
2024-04-16 16:02:28,34.021646,-118.289197,,
2024-04-16 16:02:32,34.021683,-118.289318,,
2024-04-16 16:02:34,34.021723,-118.289206,,
2024-04-16 16:02:46,34.021726,-118.289089,,
2024-04-16 16:02:51,34.021564,-118.289206,,
2024-04-16 16:02:53,34.021582,-118.289015,,
2024-04-16 16:02:57,34.021506,-118.28914,,
2024-04-16 16:03:02,34.021637,-118.289116,,
2024-04-16 16:03:06,34.021667,-118.289231,,
2024-04-16 16:03:10,34.021746,-118.289174,,
2024-04-16 16:03:11,34.021663,-118.289226,,
2024-04-16 16:03:21,34.021579,-118.289315,,
2024-04-16 16:03:34,34.021706,-118.289122,,
2024-04-16 16:03:40,34.021645,-118.289232,,
2024-04-16 16:03:41,34.021725,-118.289125,,
2024-04-16 16:03:43,34.021693,-118.289253,,
2024-04-16 16:03:51,34.021699,-118.28912,,
2024-04-16 16:03:52,34.021586,-118.289151,,
2024-04-16 16:03:53,34.021613,-118.289011,,
2024-04-16 16:03:56,34.021642,-118.288111,,
2024-04-16 16:03:58,34.021381,-118.288077,,
2024-04-16 16:04:02,34.021443,-118.288166,,
2024-04-16 16:04:03,34.021488,-118.28826,,
2024-04-16 16:04:04,34.021504,-118.288391,,
2024-04-16 16:04:05,34.021557,-118.288527,,
2024-04-16 16:04:07,34.021677,-118.288689,,
2024-04-16 16:04:08,34.021727,-118.288803,,
2024-04-16 16:04:10,34.021757,-118.288943,,
2024-04-16 16:04:24,34.021752,-118.288934,,
2024-04-16 16:04:36,34.021876,-118.288784,,
2024-04-16 16:04:37,34.021947,-118.288909,,
2024-04-16 16:04:39,34.022041,-118.289054,,
2024-04-16 16:04:40,34.021929,-118.288998,,
2024-04-16 16:04:41,34.021826,-118.289055,,
2024-04-16 16:04:54,34.021791,-118.288954,,
2024-04-16 16:05:13,34.021712,-118.288829,,
2024-04-16 16:05:45,34.021579,-118.288739,,
2024-04-16 16:06:18,34.021488,-118.288955,,
2024-04-16 16:10:06,34.021587,-118.288925,,
2024-04-16 16:10:39,34.021641,-118.28902,,
2024-04-16 16:10:45,34.021675,-118.289131,,
2024-04-16 16:10:49,34.021747,-118.288989,,
2024-04-16 16:12:17,34.02159,-118.288948,,
2024-04-16 16:14:55,34.021847,-118.288836,,
2024-04-16 16:25:39,34.022345,-118.288699,,
2024-04-16 16:25:42,34.02226,-118.288747,,
2024-04-16 16:25:44,34.02197,-118.288761,,
2024-04-16 16:25:49,34.021837,-118.28859,,
2024-04-16 16:25:51,34.021502,-118.288684,,
2024-04-16 16:25:56,34.021418,-118.288615,,
2024-04-16 16:26:03,34.021362,-118.288459,,
2024-04-16 16:26:19,34.021384,-118.288629,,
2024-04-16 16:26:30,34.021341,-118.288512,,
2024-04-16 16:26:59,34.021523,-118.288875,,
2024-04-16 16:27:29,34.021546,-118.288746,,
2024-04-16 16:27:34,34.021675,-118.288507,,
2024-04-16 16:27:43,34.021615,-118.288517,,
2024-04-16 16:28:12,34.021821,-118.288521,,
2024-04-16 16:28:13,34.021752,-118.288387,,
2024-04-16 16:28:31,34.021846,-118.288388,,
2024-04-16 16:29:12,34.021943,-118.288367,,
2024-04-16 16:30:31,34.021817,-118.288335,,
2024-04-16 16:30:39,34.021733,-118.288274,,
2024-04-16 16:30:56,34.021717,-118.288414,,
2024-04-16 16:30:57,34.021894,-118.288868,,
2024-04-16 16:30:58,34.021435,-118.289342,,
2024-04-16 16:30:59,34.021393,-118.28957,,
2024-04-16 16:31:00,34.021488,-118.289202,,
2024-04-16 16:31:02,34.021479,-118.289343,,
2024-04-16 16:31:05,34.021469,-118.2895,,
2024-04-16 16:31:28,34.021624,-118.289182,,
2024-04-16 16:31:30,34.02144,-118.289348,,
2024-04-16 16:31:34,34.022247,-118.288383,,
2024-04-16 16:31:36,34.022384,-118.288381,,
2024-04-16 16:31:38,34.022212,-118.288386,,
2024-04-16 16:31:58,34.021868,-118.28825,,
2024-04-16 16:31:59,34.021473,-118.288252,,
2024-04-16 16:33:24,34.021354,-118.288994,,
2024-04-16 16:35:11,34.021257,-118.288796,,
2024-04-16 16:35:51,34.021482,-118.288952,,
2024-04-16 16:35:57,34.021554,-118.288882,,
2024-04-16 16:36:00,34.021424,-118.289109,,
2024-04-16 16:36:02,34.021608,-118.288835,,
2024-04-16 16:36:09,34.021675,-118.288747,,
2024-04-16 17:01:07,34.021513,-118.288689,,
2024-04-16 17:06:30,34.021401,-118.28887,,
2024-04-16 17:06:38,34.021466,-118.288965,,
2024-04-16 17:06:46,34.021529,-118.289052,,
2024-04-16 17:06:48,34.021651,-118.288879,,
2024-04-16 17:06:53,34.021468,-118.288763,,
2024-04-16 17:07:01,34.021877,-118.288831,,
2024-04-16 17:07:05,34.021661,-118.288442,,
2024-04-16 17:07:21,34.021504,-118.288522,,
2024-04-16 17:08:06,34.021812,-118.288551,,
2024-04-16 17:08:12,34.021849,-118.288604,,
2024-04-16 17:08:18,34.021838,-118.288593,,
2024-04-16 17:08:24,34.021873,-118.288588,,
2024-04-16 17:08:31,34.021925,-118.28853,,
2024-04-16 17:10:08,34.021907,-118.288321,,
2024-04-16 17:10:14,34.021785,-118.288543,,
2024-04-16 17:10:20,34.021895,-118.288584,,
2024-04-16 17:10:26,34.021832,-118.288519,,
2024-04-16 17:10:38,34.021808,-118.288471,,
2024-04-16 17:10:39,34.021891,-118.288537,,
2024-04-16 17:10:45,34.021862,-118.288566,,
2024-04-16 17:10:47,34.022013,-118.288528,,
2024-04-16 17:11:05,34.021793,-118.288672,,
2024-04-16 17:11:07,34.021682,-118.288721,,
2024-04-16 17:11:11,34.021463,-118.288806,,
2024-04-16 17:11:55,34.02177,-118.288661,,
2024-04-16 17:12:01,34.021902,-118.288622,,
2024-04-16 17:12:07,34.021898,-118.288644,,
