ValidDate_x,ValidTime,latitude,longitude,ValidDate_y,Hour,lat_Approx,long_Approx,PM10_AQI,PM25_AQI
04/19/2024,09:18,34.025098,-118.279214,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:19,34.025148,-118.27919,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:20,34.025113,-118.279088,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:21,34.025155,-118.279185,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:21,34.025063,-118.279173,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:22,34.025131,-118.279245,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:26,34.024879,-118.279158,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:26,34.025165,-118.279215,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:26,34.02513,-118.279205,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:26,34.025188,-118.279293,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:27,34.024762,-118.279302,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:27,34.025158,-118.279207,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:28,34.025131,-118.278947,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:28,34.025131,-118.278947,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:28,34.025156,-118.279207,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:28,34.025027,-118.279086,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:28,34.025159,-118.279208,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:43,34.025255,-118.279244,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:43,34.025105,-118.279211,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:44,34.025147,-118.279203,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:51,34.024892,-118.27912,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,09:51,34.02515,-118.2792,04/19/2024,09:00,34.066429,-118.226755,17.0,47.0
04/19/2024,10:16,34.025205,-118.279427,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:16,34.025109,-118.279208,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:16,34.024991,-118.279297,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:17,34.024954,-118.279269,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:17,34.02509,-118.279211,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:22,34.025046,-118.279306,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:22,34.025093,-118.279212,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,10:28,34.025099,-118.279195,04/19/2024,10:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:05,34.025109,-118.279181,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:05,34.025123,-118.279266,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:07,34.025167,-118.279153,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.025099,-118.279161,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.02506,-118.279137,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.02503,-118.279032,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.024911,-118.279006,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.024839,-118.278902,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.024749,-118.27883,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.024691,-118.278714,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:08,34.024697,-118.278587,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024628,-118.278481,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024557,-118.27841,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024601,-118.278519,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024562,-118.27862,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024589,-118.278505,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.02456,-118.278564,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024649,-118.278503,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024735,-118.278448,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024816,-118.278395,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:09,34.024896,-118.278336,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:10,34.024975,-118.278278,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:10,34.025054,-118.278223,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:10,34.025136,-118.278178,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025214,-118.278113,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025295,-118.278058,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025381,-118.278006,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025484,-118.277944,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025561,-118.277875,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:11,34.025653,-118.277841,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.025732,-118.277772,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.025829,-118.277746,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.02592,-118.277684,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.026006,-118.277611,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.026096,-118.277569,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.026179,-118.277621,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.026232,-118.277722,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:12,34.026273,-118.277828,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026321,-118.277924,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.02637,-118.27802,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026403,-118.278127,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.02645,-118.278222,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026498,-118.278315,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026542,-118.278421,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026598,-118.278514,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:13,34.026617,-118.278632,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:14,34.026706,-118.278685,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:14,34.026795,-118.278704,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:14,34.026839,-118.27888,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:14,34.026785,-118.278759,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:14,34.027127,-118.278511,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:15,34.027059,-118.278583,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:16,34.027082,-118.278457,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:16,34.027651,-118.278446,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:16,34.027752,-118.278438,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:16,34.027022,-118.278612,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:17,34.027041,-118.278604,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:18,34.027024,-118.278637,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:19,34.027072,-118.278502,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:20,34.027035,-118.278612,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:21,34.026957,-118.278694,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:21,34.026867,-118.278747,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:24,34.026962,-118.278615,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.027076,-118.278522,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.02698,-118.278611,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.027076,-118.278522,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.02698,-118.278611,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.027076,-118.278522,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:27,34.02698,-118.278611,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:28,34.027076,-118.278522,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:28,34.027033,-118.278621,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:28,34.027076,-118.278522,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:28,34.027055,-118.278639,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
04/19/2024,11:29,34.027374,-118.278613,04/19/2024,11:00,34.066429,-118.226755,17.0,45.0
