Brookings|SD|US|No|||44.3486|-96.8073|-6|Yes|CST|CDT|sd005|No|South Dakota Department of Agriculture and Natural Resources
Watertown|SD|US|No|||44.8997|-97.1288|-6|Yes|CST|CDT|sd006|No|South Dakota Department of Agriculture and Natural Resources
Medford|OR|US|No|||42.3142|-122.8792|-8|Yes|PST|PDT|or006|No|Oregon Dept. of Environmental Quality
Nogales|AZ|US|Yes|High Pollution Advisory|High Pollution Advisory|31.3372|-110.9367|-7|No|MST|MST|az016|No|Arizona Department of Environmental Quality
Helena|MT|US|No|||46.5960|-112.0270|-7|Yes|MST|MDT|mt002|No|Montana DEQ
Libby|MT|US|No|||48.3880|-115.5540|-7|Yes|MST|MDT|mt003|No|Montana DEQ
Clarkston|WA|US|Yes|||46.4255|-117.0597|-8|Yes|PST|PDT|wa020|No|Washington Department of Ecology
Colville|WA|US|Yes|||48.5447|-117.9036|-8|Yes|PST|PDT|wa021|No|Washington Department of Ecology
Moses Lake|WA|US|Yes|||47.1303|-119.2726|-8|Yes|PST|PDT|wa022|No|Washington Department of Ecology
Walla Walla|WA|US|Yes|||46.0558|-118.3514|-8|Yes|PST|PDT|wa023|No|Washington Department of Ecology
Wenatchee|WA|US|Yes|||47.4122|-120.3183|-8|Yes|PST|PDT|wa024|No|Washington Department of Ecology
Ellensburg|WA|US|Yes|||46.9936|-120.5450|-8|Yes|PST|PDT|wa025|No|Washington Department of Ecology
Pullman|WA|US|Yes|||46.7245|-117.1801|-8|Yes|PST|PDT|wa026|No|Washington Department of Ecology
Twisp|WA|US|Yes|||48.3645|-120.1211|-8|Yes|PST|PDT|wa027|No|Washington Department of Ecology
Winthrop|WA|US|Yes|||48.4772|-120.1906|-8|Yes|PST|PDT|wa028|No|Washington Department of Ecology
Leavenworth|WA|US|Yes|||47.5988|-120.6647|-8|Yes|PST|PDT|wa029|No|Washington Department of Ecology
Vancouver|WA|US|Yes|||45.6336|-122.6028|-8|Yes|PST|PDT|wa030|No|Washington Department of Ecology
Yacolt|WA|US|Yes|||45.8656|-122.4069|-8|Yes|PST|PDT|wa031|No|Washington Department of Ecology
Longview|WA|US|Yes|||46.1427|-122.9556|-8|Yes|PST|PDT|wa032|No|Washington Department of Ecology
Chelan|WA|US|Yes|||47.8386|-120.0231|-8|Yes|PST|PDT|wa042|No|Washington Department of Ecology
North Central Minnesota|MN|US|Yes|||47.8177|-93.1076|-6|Yes|CST|CDT|mn011|No|Minnesota Pollution Control Agency
Anacortes|WA|US|Yes|||48.5205|-122.6142|-8|Yes|PST|PDT|wa033|No|Northwest Clean Air Agency
Salmon|ID|US|Yes|Air Quality Alert|Air Quality Alert|45.1819|-113.8903|-7|Yes|MST|MDT|id008|No|Idaho Department of Environmental Quality
Pinehurst|ID|US|Yes|Air Quality Alert|Air Quality Alert|47.5364|-116.2367|-8|Yes|PST|PDT|id009|No|Idaho Department of Environmental Quality
Franklin County|ID|US|Yes|Air Quality Alert|Air Quality Alert|42.0133|-111.8092|-7|Yes|MST|MDT|id010|No|Idaho Department of Environmental Quality
Kennewick|WA|US|Yes|||46.2183|-119.2015|-8|Yes|PST|PDT|wa034|No|Washington Department of Ecology
Omak|WA|US|No|||48.3999|-119.5190|-8|Yes|PST|PDT|wa035|No|EPA Region 10
Spokane Tribe of Spokane Reservation|WA|US|No|||47.8853|-117.9887|-8|Yes|PST|PDT|wa036|No|EPA Region 10
Makah Indian Tribe of Makah Indian Reservation|WA|US|No|||48.3661|-124.6100|-8|Yes|PST|PDT|wa038|No|EPA Region 10
Confederated Tribes and Bands of Yakama Nations|WA|US|No|||46.3802|-120.3327|-8|Yes|PST|PDT|wa041|No|EPA Region 10
Shoshone-Bannock Tribes of Fort Hall Reservation|ID|US|No|||42.9783|-112.4550|-8|Yes|PST|PDT|id011|No|EPA Region 10
Nez Perce Reservation|ID|US|No|||46.3350|-116.5359|-8|Yes|PST|PDT|id012|No|EPA Region 10
Kootenai Tribe|ID|US|No|||48.7056|-116.3689|-8|Yes|PST|PDT|id013|No|EPA Region 10
Coeur d'Alene Reservation|ID|US|No|||47.3387|-116.8846|-8|Yes|PST|PDT|id014|No|EPA Region 10
"Coos, Lower Umpqua, and Siuslaw Indians of Oregon|OR|US|No|||43.3819|-124.2639|-8|Yes|PST|PDT|or008|No|EPA Region 10"
Mammoth Lakes|CA|US|No|||37.6481|-118.9733|-8|Yes|PST|PDT|ca224|No|Great Basin Unified Air Pollution Control District
Mono Lake|CA|US|No|||38.0697|-118.9477|-8|Yes|PST|PDT|ca225|No|Great Basin Unified Air Pollution Control District
Owens Lake|CA|US|No|||36.4365|-117.9601|-8|Yes|PST|PDT|ca226|No|Great Basin Unified Air Pollution Control District
Bishop|CA|US|No|||37.3615|-118.3952|-8|Yes|PST|PDT|ca227|No|Great Basin Unified Air Pollution Control District
Grants Pass|OR|US|No|||42.4340|-123.3480|-8|Yes|PST|PDT|or009|No|Oregon Dept. of Environmental Quality
Mount Hall (seasonal)|ID|US|No|||48.8940|-116.3594|-8|Yes|PST|PDT|id015|No|Idaho Department of Environmental Quality
Porthill (seasonal)|ID|US|No|||48.9983|-116.4981|-8|Yes|PST|PDT|id016|No|Idaho Department of Environmental Quality
Sandpoint|ID|US|Yes|||48.2918|-116.5566|-8|Yes|PST|PDT|id019|No|Idaho Department of Environmental Quality
St. Maries|ID|US|Yes|||47.3166|-116.5703|-8|Yes|PST|PDT|id020|No|Idaho Department of Environmental Quality
Juliaetta (seasonal)|ID|US|No|||46.6129|-116.6593|-8|Yes|PST|MDT|id021|No|Idaho Department of Environmental Quality
Potlatch (seasonal)|ID|US|No|||46.9210|-116.8963|-8|Yes|PST|PDT|id022|No|Idaho Department of Environmental Quality
Grangeville|ID|US|Yes|||45.9274|-116.1059|-8|Yes|PST|PDT|id023|No|Idaho Department of Environmental Quality
Moscow|ID|US|Yes|||46.7280|-116.9557|-8|Yes|PST|PDT|id024|No|Idaho Department of Environmental Quality
Weiser (seasonal)|ID|US|No|||44.2617|-116.9792|-7|Yes|MST|MDT|id025|No|Idaho Department of Environmental Quality
Idaho City|ID|US|Yes|||43.8230|-115.8386|-7|Yes|MST|MDT|id026|No|Idaho Department of Environmental Quality
Garden Valley|ID|US|No|||44.1047|-115.9731|-7|Yes|MST|MDT|id027|No|Idaho Department of Environmental Quality
McCall|ID|US|Yes|||44.9069|-116.1065|-7|Yes|MST|MDT|id028|No|Idaho Department of Environmental Quality
Ketchum|ID|US|Yes|||43.6826|-114.3711|-7|Yes|MST|MDT|id030|No|Idaho Department of Environmental Quality
Soda Springs (seasonal)|ID|US|No|||42.6517|-111.6147|-7|Yes|MST|MDT|id031|No|Idaho Department of Environmental Quality
Rexburg (seasonal)|ID|US|Yes|||43.8095|-111.8005|-7|Yes|MST|MDT|id032|No|Idaho Department of Environmental Quality
Red Bluff|CA|US|No|||40.1786|-122.2347|-8|Yes|PST|PDT|ca229|No|Tehama County Air Pollution Control District
Cottonwood (seasonal)|ID|US|No|||46.0632|-116.3482|-8|Yes|PST|PDT|id033|No|Idaho Department of Environmental Quality
Four Corners Area|CO|US|Yes|||37.2990|-108.6370|-7|Yes|MST|MDT|co009|No|Colorado Department of Public Health and Environment
South Lake Tahoe|CA|US|No|||38.9099|-120.0151|-8|Yes|PST|PDT|ca231|No|California Air Resources Board
Anchorage|AK|US|No|||61.2167|-149.9000|-9|Yes|AKT|ADT|ak001|No|State of Alaska DEC
Fairbanks|AK|US|No|||64.8436|-147.7231|-9|Yes|AKT|ADT|ak002|No|State of Alaska DEC
Juneau|AK|US|No|||58.3000|-134.4167|-9|Yes|AKT|ADT|ak004|No|State of Alaska DEC
Eagle River|AK|US|No|||61.3124|-149.5678|-9|Yes|AKT|ADT|ak006|No|State of Alaska DEC
North Pole|AK|US|No|||64.7511|-147.3519|-9|Yes|AKT|ADT|ak007|No|State of Alaska DEC
Butte|AK|US|No|||61.5480|-149.0267|-9|Yes|AKT|ADT|ak008|No|State of Alaska DEC
Albany|OR|US|No|||44.6157|-123.0915|-8|Yes|PST|PDT|or010|No|Oregon Dept. of Environmental Quality
Baker City|OR|US|No|||44.7882|-117.8446|-8|Yes|PST|PDT|or011|No|Oregon Dept. of Environmental Quality
Bend and Redmond|OR|US|No|||44.0639|-121.3126|-8|Yes|PST|PDT|or012|No|Oregon Dept. of Environmental Quality
Burns|OR|US|No|||43.5893|-119.0487|-8|Yes|PST|PDT|or013|No|Oregon Dept. of Environmental Quality
Cave Junction|OR|US|No|||42.1617|-123.6484|-8|Yes|PST|PDT|or014|No|Oregon Dept. of Environmental Quality
Corvallis|OR|US|No|||44.5884|-123.2673|-8|Yes|PST|PDT|or015|No|Oregon Dept. of Environmental Quality
Cottage Grove|OR|US|Yes|||43.7995|-123.0535|-8|Yes|PST|PDT|or016|No|Lane Regional Air Protection Agency
Cove|OR|US|No|||45.3009|-117.8129|-8|Yes|PST|PDT|or017|No|Oregon Dept. of Environmental Quality
Crater Lake|OR|US|No|||42.8960|-122.1359|-8|Yes|PST|PDT|or018|No|Oregon Dept. of Environmental Quality
Enterprise|OR|US|No|||45.4264|-117.2961|-8|Yes|PST|PDT|or019|No|Oregon Dept. of Environmental Quality
John Day|OR|US|No|||44.4180|-118.9513|-8|Yes|PST|PDT|or020|No|Oregon Dept. of Environmental Quality
Lakeview|OR|US|No|||42.1892|-120.3540|-8|Yes|PST|PDT|or021|No|Oregon Dept. of Environmental Quality
Lyons|OR|US|No|||44.7787|-122.6170|-8|Yes|PST|PDT|or022|No|Oregon Dept. of Environmental Quality
Madras|OR|US|No|||44.6306|-121.1317|-8|Yes|PST|PDT|or023|No|Oregon Dept. of Environmental Quality
Pendleton|OR|US|No|||45.6522|-118.8230|-8|Yes|PST|PDT|or026|No|Oregon Dept. of Environmental Quality
Prineville|OR|US|No|||44.2998|-120.8448|-8|Yes|PST|PDT|or027|No|Oregon Dept. of Environmental Quality
Applegate Valley|OR|US|No|||42.2901|-123.2321|-8|Yes|PST|PDT|or028|No|Oregon Dept. of Environmental Quality
Roseburg|OR|US|No|||43.2266|-123.3648|-8|Yes|PST|PDT|or029|No|Oregon Dept. of Environmental Quality
Salem|OR|US|No|||44.9431|-123.0059|-8|Yes|PST|PDT|or030|No|Oregon Dept. of Environmental Quality
Sisters|OR|US|No|||44.2921|-121.5555|-8|Yes|PST|PDT|or031|No|Oregon Dept. of Environmental Quality
Sweet Home|OR|US|No|||44.3958|-122.7305|-8|Yes|PST|PDT|or032|No|Oregon Dept. of Environmental Quality
The Dalles|OR|US|No|||45.6024|-121.2034|-8|Yes|PST|PDT|or033|No|Oregon Dept. of Environmental Quality
Mexico City|MX|MX|No|||19.4285|-99.1277|-6|Yes|CST|CDT|mx001|No|Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico
Kamiah - Nez Perce Reservation|ID|US|No|||46.2094|-116.0274|-8|Yes|PST|PDT|id034|No|Nez Perce Tribe
Lapwai - Nez Perce Reservation|ID|US|No|||46.3972|-116.8061|-8|Yes|PST|PDT|id035|No|Nez Perce Tribe
Catano|PR|US|No|||18.4284|-66.1417|-5|No|AST|ADT|pr002|No|Puerto Rico Environmental Quality Board
Vilas and Forest Counties|WI|US|Yes|||45.8085|-89.2313|-6|Yes|CST|CDT|wi010|No|Wisconsin Dept. of Natural Resources
Tahoe City area|CA|US|No|||39.1660|-120.1488|-8|Yes|PST|PDT|ca238|No|Placer County APCD
New Hanover County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.2730|-77.9079|-5|Yes|EST|EDT|nc012|No|North Carolina DEQ - Division of Air Quality
Pitt County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.6376|-77.3818|-5|Yes|EST|EDT|nc013|No|North Carolina DEQ - Division of Air Quality
Hillsboro|OR|US|No|||45.5285|-122.9724|-8|Yes|PST|PDT|or034|No|Oregon Dept. of Environmental Quality
Montgomery County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.3324|-79.9057|-5|Yes|EST|EDT|nc069|No|North Carolina DEQ - Division of Air Quality
Moore County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.3110|-79.4818|-5|Yes|EST|EDT|nc070|No|North Carolina DEQ - Division of Air Quality
Nash County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.9676|-77.9862|-5|Yes|EST|EDT|nc071|No|North Carolina DEQ - Division of Air Quality
Northampton County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.4181|-77.3973|-5|Yes|EST|EDT|nc073|No|North Carolina DEQ - Division of Air Quality
Onslow County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.7303|-77.4274|-5|Yes|EST|EDT|nc074|No|North Carolina DEQ - Division of Air Quality
Orange County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.0612|-79.1206|-5|Yes|EST|EDT|nc075|No|North Carolina DEQ - Division of Air Quality
Pamlico County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.1471|-76.7285|-5|Yes|EST|EDT|nc076|No|North Carolina DEQ - Division of Air Quality
Pasquotank County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.2952|-76.2838|-5|Yes|EST|EDT|nc077|No|North Carolina DEQ - Division of Air Quality
Pender County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.5247|-77.9054|-5|Yes|EST|EDT|nc078|No|North Carolina DEQ - Division of Air Quality
Perquimans County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.2048|-76.4387|-5|Yes|EST|EDT|nc079|No|North Carolina DEQ - Division of Air Quality
Person County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.3900|-78.9718|-5|Yes|EST|EDT|nc080|No|North Carolina DEQ - Division of Air Quality
Polk County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.2796|-82.1701|-5|Yes|EST|EDT|nc082|No|North Carolina DEQ - Division of Air Quality
Richmond County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.0061|-79.7474|-5|Yes|EST|EDT|nc083|No|North Carolina DEQ - Division of Air Quality
Robeson County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.6402|-79.1036|-5|Yes|EST|EDT|nc084|No|North Carolina DEQ - Division of Air Quality
Rowan County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.6399|-80.5252|-5|Yes|EST|EDT|nc085|No|North Carolina DEQ - Division of Air Quality
Rutherford County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.4024|-81.9200|-5|Yes|EST|EDT|nc086|No|North Carolina DEQ - Division of Air Quality
Sampson County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.9918|-78.3713|-5|Yes|EST|EDT|nc087|No|North Carolina DEQ - Division of Air Quality
Scotland County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.8409|-79.4799|-5|Yes|EST|EDT|nc088|No|North Carolina DEQ - Division of Air Quality
Stanly County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.3116|-80.2511|-5|Yes|EST|EDT|nc089|No|North Carolina DEQ - Division of Air Quality
Surry County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.4147|-80.6878|-5|Yes|EST|EDT|nc090|No|North Carolina DEQ - Division of Air Quality
Swain County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.4868|-83.4923|-5|Yes|EST|EDT|nc091|No|North Carolina DEQ - Division of Air Quality
Transylvania County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.2019|-82.7986|-5|Yes|EST|EDT|nc092|No|North Carolina DEQ - Division of Air Quality
Tyrrell County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.8181|-76.2076|-5|Yes|EST|EDT|nc093|No|North Carolina DEQ - Division of Air Quality
Union County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|34.9883|-80.5307|-5|Yes|EST|EDT|nc094|No|North Carolina DEQ - Division of Air Quality
Vance County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.3649|-78.4079|-5|Yes|EST|EDT|nc095|No|North Carolina DEQ - Division of Air Quality
Warren County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.3966|-78.1065|-5|Yes|EST|EDT|nc097|No|North Carolina DEQ - Division of Air Quality
Washington County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.8231|-76.5768|-5|Yes|EST|EDT|nc098|No|North Carolina DEQ - Division of Air Quality
Watauga County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.2309|-81.6961|-5|Yes|EST|EDT|nc099|No|North Carolina DEQ - Division of Air Quality
Wayne County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.3639|-78.0039|-5|Yes|EST|EDT|nc100|No|North Carolina DEQ - Division of Air Quality
Wilkes County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.2061|-81.1632|-5|Yes|EST|EDT|nc101|No|North Carolina DEQ - Division of Air Quality
Wilson County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.7055|-77.9181|-5|Yes|EST|EDT|nc102|No|North Carolina DEQ - Division of Air Quality
Yadkin County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.1605|-80.6652|-5|Yes|EST|EDT|nc103|No|North Carolina DEQ - Division of Air Quality
Yancey County|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|35.8985|-82.3081|-5|Yes|EST|EDT|nc104|No|North Carolina DEQ - Division of Air Quality
North Ridges|NC|US|Yes|Air Quality Action Day|Air Quality Action Day|36.1111|-81.8114|-5|Yes|EST|EDT|nc105|No|North Carolina DEQ - Division of Air Quality
Accra|  |GH|No|||5.5790|-0.1710|0|No|GMT|GMT|ds055|No|U.S. Department of State Ghana - Accra
Moxa Arch|WY|US|No|||41.7506|-109.7897|-7|Yes|MST|MDT|wy028|No|Wyoming Department of Environmental Quality
Queen Valley|AZ|US|Yes|||33.2900|-111.2900|-7|No|MST|PDT|az020|No|Pinal County Air Quality Control District
Aberdeen|SD|US|No|||45.4680|-98.4940|-6|Yes|CST|CDT|sd009|No|South Dakota Department of Agriculture and Natural Resources
Almaty|  |KZ|No|||43.2300|76.9500|6|No|ALM|ALM|ds056|No|U.S. Department of State Kazakhstan - Almaty
Weymouth|MA|US|Yes|Air Quality Action Day|Air Quality Action Day|42.2459|-70.9628|-5|Yes|EST|EDT|ma025|No|Massachusetts Dept. of Environmental Protection
Dhahran|  |SA|No|||26.2800|50.1500|3|No|AST|AST|ds058|No|U.S. Department of State Saudi Arabia - Dhahran
Dushanbe|  |TI|No|||38.5600|68.7800|5|No|TJT|TJT|ds059|No|U.S. Department of State Tajikistan - Dushanbe
Vientiane|  |LA|No|||17.9000|102.6400|7|No|ICT|ICT|ds060|No|U.S. Department of State Laos - Vientiane
Kuala Lumpur|  |MY|No|||3.1550|101.7226|8|No|MYT|MYT|ds061|No|U.S. Department of State Malaysia - Kuala Lumpur
Abuja|  |NI|No|||9.0407|7.4752|1|No|WAT|WAT|ds062|No|U.S. Department of State Nigeria - Abuja
Lagos|  |NI|No|||6.4408|3.4071|1|No|WAT|WAT|ds063|No|U.S. Department of State Nigeria - Lagos
Guanajuato|MX|MX|No|||20.5800|-101.2000|-6|Yes|CST|CDT|mx004|No|Secretar¡a de Medio Ambiente y Ordenamiento Territorial
Enoch|UT|US|Yes|||37.7432|-113.0549|-7|Yes|MST|MDT|ut013|No|Utah Department of Environmental Quality
Hurricane|UT|US|Yes|||37.1786|-113.3050|-7|Yes|MST|MDT|ut014|No|Utah Department of Environmental Quality
Price|UT|US|Yes|||39.5964|-110.7704|-7|Yes|MST|MDT|ut015|No|Utah Department of Environmental Quality
Jeddah|  |SA|No|||21.5435|39.1730|3|No|AST|AST|ds064|No|U.S. Department of State Saudi Arabia - Jeddah
Riyadh|  |SA|No|||24.7136|46.6753|3|No|AST|AST|ds065|No|U.S. Department of State Saudi Arabia - Riyadh
Grand Island|NE|US|No|||40.9183|-98.3789|-6|Yes|CST|CDT|ne003|No|Nebraska Department of Environment and Energy
Scottsbluff|NE|US|No|||41.8756|-103.6581|-7|Yes|MST|MDT|ne004|No|Nebraska Department of Environment and Energy
Crescent City|CA|US|No|||41.7561|-124.2035|-8|Yes|PST|PDT|ca267|No|North Coast Unified Air Quality Management District
Calaveras County|CA|US|No|||38.2019|-120.6803|-8|Yes|PST|PDT|ca268|No|Calaveras County Air Pollution Control District
Lee Vining|CA|US|No|||37.9608|-119.1210|-8|Yes|PST|PDT|ca269|No|Great Basin Unified Air Pollution Control District
Santa Fe|NM|US|No|||35.6198|-106.0797|-7|Yes|MST|MDT|nm004|No|New Mexico Air Quality Bureau
Carlsbad|NM|US|No|||32.3800|-104.2622|-7|Yes|MST|MDT|nm005|No|New Mexico Air Quality Bureau
Hobbs|NM|US|No|||32.7268|-103.1230|-7|Yes|MST|MDT|nm006|No|New Mexico Air Quality Bureau
Deming|NM|US|No|||32.2558|-107.7227|-7|Yes|MST|MDT|nm007|No|New Mexico Air Quality Bureau
Athens-Clarke County|GA|US|Yes|||33.9180|-83.3445|-5|Yes|EST|EDT|ga004|No|Georgia Department of Natural Resources
Brunswick|GA|US|Yes|||31.1696|-81.4952|-5|Yes|EST|EDT|ga005|No|Georgia Department of Natural Resources
Dalton|GA|US|Yes|||34.7851|-84.6265|-5|Yes|EST|EDT|ga006|No|Georgia Department of Natural Resources
Leslie|GA|US|Yes|||31.9541|-84.0811|-5|Yes|EST|EDT|ga007|No|Georgia Department of Natural Resources
Savannah|GA|US|Yes|||32.0683|-81.0496|-5|Yes|EST|EDT|ga008|No|Georgia Department of Natural Resources
Albany|GA|US|Yes|||31.5776|-84.0998|-5|Yes|EST|EDT|ga009|No|Georgia Department of Natural Resources
Gainesville|GA|US|Yes|||34.2993|-83.8134|-5|Yes|EST|EDT|ga010|No|Georgia Department of Natural Resources
Rome|GA|US|Yes|||34.2605|-85.3232|-5|Yes|EST|EDT|ga011|No|Georgia Department of Natural Resources
Warner Robins|GA|US|Yes|||32.6056|-83.5978|-5|Yes|EST|EDT|ga012|No|Georgia Department of Natural Resources
Summerville|GA|US|Yes|||34.4744|-85.4089|-5|Yes|EST|EDT|ga013|No|Georgia Department of Natural Resources
Lone Pine|CA|US|No|||36.6106|-118.0596|-8|Yes|PST|PDT|ca272|No|Great Basin Unified Air Pollution Control District
Olancha|CA|US|No|||36.2755|-118.0120|-8|Yes|PST|PDT|ca273|No|Great Basin Unified Air Pollution Control District
Coso Junction|CA|US|No|||36.0446|-117.9452|-8|Yes|PST|PDT|ca274|No|Great Basin Unified Air Pollution Control District
Death Valley|CA|US|No|||36.2637|-116.8412|-8|Yes|PST|PDT|ca275|No|Great Basin Unified Air Pollution Control District
Marathon and Taylor Counties|WI|US|Yes|||44.9570|-90.1846|-6|Yes|CST|CDT|wi011|No|Wisconsin Dept. of Natural Resources
Grant County|WI|US|Yes|||42.6930|-90.9681|-6|Yes|CST|CDT|wi012|No|Wisconsin Dept. of Natural Resources
Waukesha and Jefferson Counties|WI|US|Yes|||43.0118|-88.5217|-6|Yes|CST|CDT|wi013|No|Wisconsin Dept. of Natural Resources
Walworth and Rock Counties|WI|US|Yes|||42.5902|-88.7753|-6|Yes|CST|CDT|wi014|No|Wisconsin Dept. of Natural Resources
Door County|WI|US|Yes|||45.2384|-86.9940|-6|Yes|CST|CDT|wi015|No|Wisconsin Dept. of Natural Resources
Manitowoc and Kewaunee Counties|WI|US|Yes|||44.2909|-87.5607|-6|Yes|CST|CDT|wi016|No|Wisconsin Dept. of Natural Resources
Ashland County|WI|US|Yes|||46.6023|-90.6561|-6|Yes|CST|CDT|wi017|No|Wisconsin Dept. of Natural Resources
Mt Shasta|CA|US|No|||41.3100|-122.3200|-8|Yes|PST|PDT|ca276|No|Siskiyou County APCD
Mojave|CA|US|No|||35.0465|-118.1628|-8|Yes|PST|PDT|ca277|No|Mojave Desert AQMD
Custer|WA|US|Yes|||48.9160|-122.6390|-8|Yes|PST|PDT|wa050|No|Northwest Clean Air Agency
Nairobi|  |KE|No|||-1.2340|36.8100|3|No|EAT|EAT|ds066|No|U.S. Department of State Kenya - Nairobi
Doha|  |QA|No|||25.3030|51.4710|3|No|AST|AST|ds067|No|U.S. Department of State Qatar - Doha
Dayton|WA|US|Yes|||46.3180|-117.9850|-8|Yes|PST|PDT|wa051|No|Washington Department of Ecology
Lacrosse|WA|US|Yes|||46.8153|-117.8739|-8|Yes|PST|PDT|wa052|No|Washington Department of Ecology
Mesa|WA|US|Yes|||46.5754|-119.0021|-8|Yes|PST|PDT|wa053|No|Washington Department of Ecology
Ritzville|WA|US|Yes|||47.1200|-118.3819|-8|No|PST|PDT|wa054|No|Washington Department of Ecology
Rosalia|WA|US|Yes|||47.2314|-117.3686|-8|No|PST|PDT|wa055|No|Washington Department of Ecology
Taholah|WA|US|No|||47.3398|-124.2918|-8|Yes|PST|PDT|wa056|No|Washington Department of Ecology
Cairo|  |EG|No|||30.0410|31.2330|2|No|EET|EET|ds068|No|U.S. Department of State Egypt - Cairo
Baku|  |AJ|No|||40.3870|49.8430|4|No|AZT|AZT|ds069|No|U.S. Department of State Azerbaijan - Baku
Antananarivo|  |MA|No|||-18.9085|47.5375|3|No|EAT|EAT|ds070|No|U.S. Department of State Madagascar- Antananarivo
Dakar|  |SG|No|||14.7450|-17.5260|0|No|GMT|GMT|ds071|No|U.S. Department of State Senegal - Dakar
Tijuana|MX|MX|No|||32.5200|-116.9500|-8|Yes|PST|PDT|ds072|No|U.S. Department of State Mexico - Tijuana
Yerevan|  |AM|No|||40.1600|44.4800|4|No|AMT|AMT|ds073|No|U.S. Department of State Armenia - Yerevan
Chelsea|MA|US|Yes|Air Quality Action Day|Air Quality Action Day|42.3870|-71.0260|-5|Yes|EST|EDT|ma026|No|Massachusetts Dept. of Environmental Protection
Quincy|WA|US|Yes|||47.2400|-119.8500|-8|Yes|PST|PDT|wa057|No|Washington Department of Ecology
Pomeroy|WA|US|No|||46.4700|-117.6100|-8|Yes|PST|PDT|wa058|No|Washington Department of Ecology
Aspen|CO|US|Yes|||39.1900|-106.8200|-7|Yes|MST|MDT|co011|No|Colorado Department of Public Health and Environment
Florence|OR|US|Yes|||43.9896|-124.1093|-8|Yes|PST|PDT|or041|No|Lane Regional Air Protection Agency
Ouagadougou|  |UV|No|||12.3050|-1.4970|0|No|GMT|GMT|ds074|No|U.S. Department of State Burkina Faso - Ouagadougou
Kinshasa|  |CF|No|||-4.3000|15.3140|1|No|WAT|WAT|ds075|No|U.S. Department of State Congo- Kinshasa
McAlester|OK|US|Yes|||34.8856|-95.7844|-6|Yes|CST|CDT|ok005|No|Oklahoma Department of Environmental Quality
NW Oklahoma|OK|US|Yes|||36.1584|-98.9319|-6|Yes|CST|CDT|ok006|No|Oklahoma Department of Environmental Quality
Riverton|WY|US|No|||43.0250|-108.3801|-7|Yes|MST|MDT|wy030|No|Wyoming Department of Environmental Quality
Mesquite|NV|US|No|||36.8159|-114.0503|-8|Yes|PST|PDT|nv010|No|Clark County Department of Environment and Sustainability 
Jean|NV|US|No|||35.7857|-115.3571|-8|Yes|PST|PDT|nv011|No|Clark County Department of Environment and Sustainability 
Indian Springs|NV|US|No|||36.5693|-115.6767|-8|Yes|PST|PDT|nv012|No|Clark County Department of Environment and Sustainability 
Boulder City|NV|US|No|||35.9698|-114.8350|-8|Yes|PST|PDT|nv013|No|Clark County Department of Environment and Sustainability 
Rock Springs|WY|US|No|||41.5926|-109.2201|-7|Yes|MST|MDT|wy031|No|Wyoming Department of Environmental Quality
Big Bend|TX|US|Yes|||29.3025|-103.1781|-6|Yes|CST|CDT|tx023|No|Texas Commission on Environmental Quality
Bryan-College Station|TX|US|Yes|||30.6199|-96.3260|-6|Yes|CST|CDT|tx024|No|Texas Commission on Environmental Quality
